timestamp,region,PM2_5,temperature,humidity,PM2_5_zscore,temperature_zscore,humidity_zscore,date,hour,PM2_5_lag1,PM2_5_rate_change
2004-03-10T18:00:00.000Z,Region1,2.6,13.6,48.9,0.5424876479178417,2.3164467423590325,-1.8170120128775638,2004-03-10,18,0.0,0.0
2004-03-10T19:00:00.000Z,Region1,2.0,13.3,47.7,0.025065435877392017,2.12497383496793,-1.9799798962044584,2004-03-10,19,2.6,-0.23076923076923078
2004-03-10T20:00:00.000Z,Region1,2.2,11.9,54.0,0.19753950655754202,1.2314336004761148,-1.1243985087382593,2004-03-10,20,2.0,0.10000000000000009
2004-03-10T21:00:00.000Z,Region1,2.2,11.0,60.0,0.19753950655754202,0.657014878302805,-0.30955909210378385,2004-03-10,21,2.2,0.0
2004-03-10T22:00:00.000Z,Region1,1.6,11.2,59.6,-0.3198827054829076,0.7846634832302067,-0.36388171987941537,2004-03-10,22,2.2,-0.27272727272727276
2004-03-10T23:00:00.000Z,Region1,1.2,11.2,59.2,-0.6648308468432074,0.7846634832302067,-0.4182043476550469,2004-03-10,23,1.6,-0.25000000000000006
2004-03-11T00:00:00.000Z,Region1,1.2,11.3,56.8,-0.6648308468432074,0.8484877856939087,-0.7441401143088379,2004-03-11,0,1.2,0.0
2004-03-11T01:00:00.000Z,Region1,1.0,10.7,60.0,-0.8373049175233571,0.46554197091170135,-0.30955909210378385,2004-03-11,1,1.2,-0.16666666666666663
2004-03-11T02:00:00.000Z,Region1,0.9,10.7,59.7,-0.9235419528634321,0.46554197091170135,-0.3503010629355072,2004-03-11,2,1.0,-0.09999999999999998
2004-03-11T03:00:00.000Z,Region1,0.6,10.3,60.2,-1.1822530588836568,0.21024476105689802,-0.2823977782159676,2004-03-11,3,0.9,-0.33333333333333337
2004-03-11T05:00:00.000Z,Region1,0.7,11.0,56.2,-1.0960160235435819,0.657014878302805,-0.8256240559722846,2004-03-11,5,0.6,0.16666666666666663
2004-03-11T06:00:00.000Z,Region1,0.7,10.5,58.1,-1.0960160235435819,0.3378933659842997,-0.5675915740380343,2004-03-11,6,0.7,0.0
2004-03-11T07:00:00.000Z,Region1,1.1,10.2,59.6,-0.7510678821832821,0.14642045859319605,-0.36388171987941537,2004-03-11,7,0.7,0.5714285714285716
2004-03-11T08:00:00.000Z,Region1,2.0,10.8,57.4,0.025065435877392017,0.5293662733754033,-0.6626561726453901,2004-03-11,8,1.1,0.818181818181818
2004-03-11T09:00:00.000Z,Region1,2.2,10.5,60.6,0.19753950655754202,0.3378933659842997,-0.22807515044033608,2004-03-11,9,2.0,0.10000000000000009
2004-03-11T10:00:00.000Z,Region1,1.7,10.8,58.4,-0.23364567014283277,0.5293662733754033,-0.5268496032063108,2004-03-11,10,2.2,-0.22727272727272735
2004-03-11T11:00:00.000Z,Region1,1.5,10.5,57.9,-0.4061197408229826,0.3378933659842997,-0.5947528879258505,2004-03-11,11,1.7,-0.11764705882352938
2004-03-11T12:00:00.000Z,Region1,1.6,9.5,66.8,-0.3198827054829076,-0.30034965865271096,0.6139255800819547,2004-03-11,12,1.5,0.06666666666666672
2004-03-11T13:00:00.000Z,Region1,1.9,8.3,76.4,-0.061171599462682975,-1.0662412882171233,1.917668646697117,2004-03-11,13,1.6,0.1874999999999999
2004-03-11T14:00:00.000Z,Region1,2.9,8.0,81.1,0.8011987539380662,-1.257714195608227,2.5559595230607877,2004-03-11,14,1.9,0.5263157894736842
2004-03-11T15:00:00.000Z,Region1,2.2,8.3,79.8,0.19753950655754202,-1.0662412882171233,2.379410982789985,2004-03-11,15,2.9,-0.2413793103448275
2004-03-11T16:00:00.000Z,Region1,2.2,9.7,71.2,0.19753950655754202,-0.17270105372530928,1.2114744856139044,2004-03-11,16,2.2,0.0
2004-03-11T17:00:00.000Z,Region1,2.9,9.8,67.6,0.8011987539380662,-0.10887675126160731,0.7225708356332178,2004-03-11,17,2.2,0.318181818181818
2004-03-11T18:00:00.000Z,Region1,4.8,10.3,64.2,2.4397024253994894,0.21024476105689802,0.2608284995403494,2004-03-11,18,2.9,0.6551724137931034
2004-03-11T19:00:00.000Z,Region1,2.111764705882353,9.7,69.3,0.12144800478688755,-0.17270105372530928,0.9534420036796529,2004-03-11,19,4.8,-0.5600490196078431
2004-03-11T20:00:00.000Z,Region1,6.1,9.6,67.8,3.5607838848204634,-0.23652535618901013,0.749732149521034,2004-03-11,20,2.111764705882353,1.8885793871866292
2004-03-11T21:00:00.000Z,Region1,3.9,9.1,64.0,1.6635691073388155,-0.5556468685075154,0.2336671856525332,2004-03-11,21,6.1,-0.360655737704918
2004-03-11T22:00:00.000Z,Region1,1.5,8.2,63.4,-0.4061197408229826,-1.1300655906808252,0.15218324398908545,2004-03-11,22,3.9,-0.6153846153846154
2004-03-11T23:00:00.000Z,Region1,1.0,8.2,60.8,-0.8373049175233571,-1.1300655906808252,-0.20091383655252082,2004-03-11,23,1.5,-0.3333333333333333
2004-03-12T00:00:00.000Z,Region1,1.7,8.3,58.5,-0.23364567014283277,-1.0662412882171233,-0.5132689462624027,2004-03-12,0,1.0,0.7
2004-03-12T01:00:00.000Z,Region1,1.9,7.7,59.7,-0.061171599462682975,-1.44918710299933,-0.3503010629355072,2004-03-12,1,1.7,0.11764705882352938
2004-03-12T02:00:00.000Z,Region1,1.4,7.1,61.8,-0.49235677616305756,-1.8321329177815369,-0.06510726711344156,2004-03-12,2,1.9,-0.2631578947368421
2004-03-12T03:00:00.000Z,Region1,0.8,7.0,62.3,-1.0097789882035069,-1.8959572202452375,0.0027960176060980776,2004-03-12,3,1.4,-0.4285714285714285
2004-03-24T18:00:00.000Z,Region1,2.7,10.7,68.5,0.6287246832579166,0.46554197091170135,0.8447967481283899,2004-03-24,18,0.8,2.375
